#####################################################
# (C) Songrun (songruner@gmail.com)
#
# Running time: 0.929 (s)
# Repeat      : 4
#
#####################################################
*BONEANIMATION, BONEINDEX=0, NFRAMES=4
0 1.000031 8.8e-05 9.5e-05 -3e-06 1.000073 0.000192 -0.000129 -0.00017 1.000095 9.3e-05 0.000128 -5.8e-05 0 0 0 1
1 1.000107 0.000181 0.000138 -0.000101 1.000065 0.000207 -0.000198 -0.000168 1.000123 6.4e-05 5.4e-05 -0.000366 0 0 0 1
2 0.772639 -0.349885 0.529942 0.469421 0.876697 -0.10569 -0.427671 0.330313 0.841517 0.171481 0.205421 -0.196843 0 0 0 1
3 0.747219 -0.465545 -0.474706 -0.259113 0.453713 -0.852894 0.612153 0.760073 0.218262 0.05094 0.294973 1.267453 0 0 0 1
#####################################################
*BONEANIMATION, BONEINDEX=1, NFRAMES=4
0 1.000153 0.00044 0.000473 -1.4e-05 1.000366 0.000959 -0.000646 -0.000853 1.000476 0.000468 0.000639 -0.000291 0 0 0 1
1 1.000091 0.000514 -0.000102 -0.000514 1.00021 0.000539 -0.000108 -0.000535 1.000101 -0.000117 0.000175 -0.001326 0 0 0 1
2 0.986443 -0.006499 0.164465 0.156009 0.355365 -0.922836 -0.052414 0.935846 0.351549 -0.051876 -0.145732 0.785778 0 0 0 1
3 1.000772 -0.019028 0.026541 0.019954 1.000616 0.013218 -0.02619 -0.013787 1.001001 0.003661 0.006595 -0.006902 0 0 0 1
#####################################################
*BONEANIMATION, BONEINDEX=2, NFRAMES=4
0 0.999883 -0.000337 -0.000363 1.1e-05 0.99972 -0.000735 0.000495 0.000653 0.999636 -0.000358 -0.00049 0.000223 0 0 0 1
1 0.600164 -0.353571 -0.717214 -0.009125 0.89383 -0.448255 0.799552 0.275945 0.533188 -0.394886 -0.084897 0.458305 0 0 0 1
2 1.000048 7e-05 -0.000151 -0.000137 1.000213 0.000291 9.9e-05 -0.000338 1.000221 -1.8e-05 3e-06 -0.000192 0 0 0 1
3 0.679878 0.308327 -0.665312 -0.538998 0.825371 -0.168204 0.497096 0.472999 0.727339 0.020419 -0.149396 0.220045 0 0 0 1
#####################################################
*BONEANIMATION, BONEINDEX=3, NFRAMES=4
0 0.893822 -0.305197 -0.328603 0.00996 0.745997 -0.665953 0.448359 0.591986 0.669822 -0.32472 -0.443669 0.202323 0 0 0 1
1 0.930019 -0.362915 0.058826 0.356916 0.852766 -0.381368 0.088224 0.375642 0.922609 0.074479 -0.122754 0.92832 0 0 0 1
2 1.000001 0.0 -1.2e-05 -1.2e-05 1.000048 6.9e-05 4e-06 -7e-05 1.000048 4e-06 1.1e-05 -5.9e-05 0 0 0 1
3 0.189754 0.174564 -0.966277 -0.834506 0.547226 -0.065091 0.517457 0.818638 0.24946 -0.283149 -0.303252 0.136478 0 0 0 1
#####################################################
*VERTEXWEIGHTS, NVERTICES=1538  #(vtx0Based bone0 w0 bone1 w1 ... )
360  0 0.711994 1 0.286069 2 0.001316 3 0.00062
361  0 0.10181 1 0.834639 2 0.062328 3 0.001223
362  0 0.077035 1 0.864522 2 0.057175 3 0.001267
363  0 0.991237 1 0.008252 2 0.000214 3 0.000297
364  0 0.982076 1 0.017405 2 0.000212 3 0.000307
365  0 0.986147 1 0.013338 2 0.000213 3 0.000303
366  0 0.692965 1 0.306037 2 0.000354 3 0.000644
367  0 0.074271 1 0.869222 2 0.055239 3 0.001268
368  0 4e-06 1 7.9e-05 2 0.021896 3 0.97802
369  0 0.000198 1 0.055386 2 0.888891 3 0.055525
370  0 7.4e-05 1 0.000157 2 0.378135 3 0.621634
371  0 3e-06 1 8.1e-05 2 0.014432 3 0.985484
372  0 2e-06 1 8.9e-05 2 0.009086 3 0.990824
373  0 0.648839 1 0.350123 2 0.000346 3 0.000692
374  0 0.000313 1 0.556484 2 0.442837 3 0.000366
375  0 0.078547 1 0.867286 2 0.052927 3 0.00124
376  0 0.075495 1 0.869424 2 0.053826 3 0.001255
377  0 0.000298 1 0.483111 2 0.516448 3 0.000143
378  0 0.000198 1 0.064951 2 0.880167 3 0.054685
379  0 0.0002 1 0.084661 2 0.852224 3 0.062914
380  0 0.000199 1 0.075125 2 0.866106 3 0.05857
381  0 7.5e-05 1 0.000269 2 0.385503 3 0.614153
382  0 2e-06 1 9.6e-05 2 0.007954 3 0.991948
383  0 7.8e-05 1 0.000725 2 0.39855 3 0.600647
384  0 4e-06 1 8.5e-05 2 0.018392 3 0.981519
385  0 2e-06 1 9.6e-05 2 0.012453 3 0.987449
386  0 0.0 1 7.5e-05 2 0.000575 3 0.99935
387  0 6e-06 1 8.1e-05 2 0.029634 3 0.970279
388  0 0.0 1 7.5e-05 2 0.000846 3 0.999079
389  0 7.7e-05 1 0.000161 2 0.396179 3 0.603582
390  0 2.7e-05 1 0.000105 2 0.137713 3 0.862156
391  0 2.5e-05 1 0.000103 2 0.130615 3 0.869256
392  0 2.8e-05 1 0.000106 2 0.143141 3 0.856725
393  0 7.8e-05 1 0.000169 2 0.402086 3 0.597667
394  0 2.8e-05 1 0.000106 2 0.144194 3 0.855672
395  0 0.000465 1 0.499419 2 0.499949 3 0.000168
396  0 0.000228 1 0.158612 2 0.837694 3 0.003466
397  0 0.000228 1 0.158626 2 0.838659 3 0.002487
398  0 0.000229 1 0.166945 2 0.827218 3 0.005608
399  0 0.000228 1 0.159402 2 0.835723 3 0.004646
400  0 0.000304 1 0.510705 2 0.488733 3 0.000259
401  0 0.000186 1 0.018881 2 0.918311 3 0.062623
402  0 0.000144 1 0.000964 2 0.737782 3 0.26111
403  0 0.000145 1 0.001246 2 0.743585 3 0.255023
404  0 0.000143 1 0.000862 2 0.733503 3 0.265493
405  0 0.000231 1 0.174603 2 0.819256 3 0.00591
406  0 0.000187 1 0.029583 2 0.897463 3 0.072767
407  0 0.000142 1 0.000459 2 0.730181 3 0.269218
408  0 0.000142 1 0.000575 2 0.730092 3 0.26919
409  0 0.000305 1 0.518354 2 0.480836 3 0.000505
410  0 0.000249 1 0.18377 2 0.809273 3 0.006707
411  0 0.00035 1 0.185245 2 0.807479 3 0.006927
412  0 0.000233 1 0.185071 2 0.8079 3 0.006796
413  0 0.000715 1 0.519589 2 0.479004 3 0.000691
414  0 0.000187 1 0.03391 2 0.891129 3 0.074773
415  0 0.000142 1 0.000446 2 0.73011 3 0.269302
416  0 0.999421 1 7.5e-05 2 0.000216 3 0.000287
417  0 0.999497 1 0.0 2 0.000216 3 0.000287
418  0 0.999262 1 0.000235 2 0.000216 3 0.000288
419  0 0.99946 1 3.6e-05 2 0.000216 3 0.000287
420  0 0.999477 1 2e-05 2 0.000216 3 0.000287
421  0 0.999496 1 1e-06 2 0.000216 3 0.000287
422  0 0.991127 1 0.008362 2 0.000214 3 0.000297
423  0 0.904048 1 0.095361 2 0.000193 3 0.000397
424  0 0.902507 1 0.096901 2 0.000193 3 0.000399
425  0 0.999497 1 0.0 2 0.000216 3 0.000287
426  0 0.999497 1 0.0 2 0.000216 3 0.000287
427  0 0.999497 1 0.0 2 0.000216 3 0.000287
428  0 0.911166 1 0.08825 2 0.000195 3 0.000389
429  0 0.996585 1 0.002909 2 0.000215 3 0.000291
430  0 0.910186 1 0.089229 2 0.000195 3 0.00039
431  0 0.999497 1 0.0 2 0.000216 3 0.000287
432  0 0.999497 1 0.0 2 0.000216 3 0.000287
433  0 0.999496 1 1e-06 2 0.000216 3 0.000287
434  0 0.992991 1 0.0065 2 0.000215 3 0.000295
435  0 0.663429 1 0.335741 2 0.000156 3 0.000674
436  0 0.90728 1 0.092132 2 0.000194 3 0.000393
437  0 0.904078 1 0.095332 2 0.000193 3 0.000397
438  0 0.647944 1 0.351232 2 0.000132 3 0.000692
439  0 0.288514 1 0.710145 2 0.000236 3 0.001105
440  0 0.296283 1 0.702322 2 0.000298 3 0.001096
441  0 0.00799 1 0.854154 2 0.136775 3 0.001081
442  0 0.079125 1 0.906472 2 0.013089 3 0.001314
443  0 0.00683 1 0.852315 2 0.139777 3 0.001078
444  0 0.305256 1 0.693291 2 0.000368 3 0.001086
445  0 0.314655 1 0.683885 2 0.000385 3 0.001075
446  0 0.006949 1 0.849937 2 0.142037 3 0.001077
447  0 0.282718 1 0.716125 2 4.4e-05 3 0.001113
448  0 0.073037 1 0.914909 2 0.010728 3 0.001327
449  0 0.007143 1 0.842516 2 0.149276 3 0.001065
450  0 0.007876 1 0.836823 2 0.154246 3 0.001055
451  0 0.999443 1 5.3e-05 2 0.000216 3 0.000287
452  0 0.991838 1 0.007651 2 0.000214 3 0.000296
453  0 0.657408 1 0.341777 2 0.000134 3 0.000681
454  0 0.903832 1 0.095576 2 0.000195 3 0.000397
455  0 0.898544 1 0.100861 2 0.000192 3 0.000404
456  0 0.907313 1 0.092099 2 0.000194 3 0.000393
457  0 0.656085 1 0.343099 2 0.000134 3 0.000683
458  0 0.28452 1 0.714324 2 4.5e-05 3 0.001111
459  0 0.290599 1 0.708251 2 4.6e-05 3 0.001104
460  0 0.28726 1 0.711587 2 4.5e-05 3 0.001107
461  0 0.079365 1 0.905282 2 0.01404 3 0.001313
462  0 0.008407 1 0.833996 2 0.156539 3 0.001059
463  0 0.298079 1 0.700666 2 0.00016 3 0.001095
464  0 0.090092 1 0.887388 2 0.021235 3 0.001284
465  0 0.010819 1 0.823943 2 0.16423 3 0.001008
466  0 0.011401 1 0.821715 2 0.165878 3 0.001006
467  0 0.010499 1 0.826849 2 0.161624 3 0.001029
468  0 0.999482 1 1.5e-05 2 0.000216 3 0.000287
469  0 0.999492 1 5e-06 2 0.000216 3 0.000287
470  0 0.999497 1 0.0 2 0.000216 3 0.000287
471  0 0.999497 1 0.0 2 0.000216 3 0.000287
472  0 0.999493 1 4e-06 2 0.000216 3 0.000287
473  0 0.98808 1 0.011406 2 0.000214 3 0.0003
474  0 0.892289 1 0.10711 2 0.00019 3 0.000411
475  0 0.998562 1 0.000933 2 0.000216 3 0.000288
476  0 0.998471 1 0.001025 2 0.000216 3 0.000288
477  0 0.999379 1 0.000117 2 0.000216 3 0.000287
478  0 0.874539 1 0.124844 2 0.000186 3 0.000431
479  0 0.975997 1 0.023478 2 0.00021 3 0.000314
480  0 0.873596 1 0.125786 2 0.000186 3 0.000432
481  0 0.998772 1 0.000724 2 0.000216 3 0.000288
482  0 0.999299 1 0.000197 2 0.000216 3 0.000288
483  0 0.999464 1 3.2e-05 2 0.000216 3 0.000287
484  0 0.981416 1 0.018064 2 0.000212 3 0.000308
485  0 0.627271 1 0.371875 2 0.000138 3 0.000716
486  0 0.879221 1 0.120163 2 0.00019 3 0.000426
487  0 0.8859 1 0.11349 2 0.000191 3 0.000418
488  0 0.640016 1 0.359152 2 0.00013 3 0.000701
489  0 0.310245 1 0.68739 2 0.001287 3 0.001078
490  0 0.307681 1 0.689969 2 0.001269 3 0.001081
491  0 0.097448 1 0.873417 2 0.027879 3 0.001256
492  0 0.011824 1 0.820768 2 0.166406 3 0.001002
493  0 0.303605 1 0.694836 2 0.000471 3 0.001087
494  0 0.0 1 7.5e-05 2 0.000212 3 0.999713
495  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
496  0 0.0 1 7.5e-05 2 0.00026 3 0.999666
497  0 0.0 1 7.5e-05 2 0.000327 3 0.999598
498  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
499  0 5e-06 1 8.1e-05 2 0.027492 3 0.972422
500  0 2.4e-05 1 0.000102 2 0.124153 3 0.875721
501  0 0.0 1 7.5e-05 2 0.000324 3 0.999601
502  0 0.0 1 7.5e-05 2 0.000387 3 0.999538
503  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
504  0 2.1e-05 1 0.0001 2 0.110352 3 0.889526
505  0 4e-06 1 7.9e-05 2 0.018567 3 0.98135
506  0 2.1e-05 1 9.8e-05 2 0.106005 3 0.893877
507  0 0.0 1 7.5e-05 2 0.00061 3 0.999316
508  0 0.0 1 7.5e-05 2 0.000316 3 0.999609
509  0 0.0 1 7.5e-05 2 0.000177 3 0.999749
510  0 5e-06 1 8e-05 2 0.023769 3 0.976146
511  0 7.6e-05 1 0.000222 2 0.390458 3 0.609243
512  0 2.2e-05 1 9.9e-05 2 0.11169 3 0.888189
513  0 2.3e-05 1 0.0001 2 0.11652 3 0.883357
514  0 7.5e-05 1 0.000272 2 0.386823 3 0.61283
515  0 0.000146 1 0.000348 2 0.751615 3 0.24789
516  0 0.000146 1 0.00133 2 0.74687 3 0.251654
517  0 0.000187 1 0.017126 2 0.926469 3 0.056219
518  0 0.000235 1 0.159415 2 0.838365 3 0.001985
519  0 0.000146 1 0.001879 2 0.746496 3 0.251479
520  0 0.0 1 7.5e-05 2 0.000737 3 0.999188
521  0 0.0 1 7.5e-05 2 0.000696 3 0.999229
522  0 0.0 1 7.5e-05 2 0.000134 3 0.999792
523  0 2.9e-05 1 0.000107 2 0.148716 3 0.851148
524  0 5e-06 1 8.1e-05 2 0.027392 3 0.972522
525  0 2.9e-05 1 0.000107 2 0.149396 3 0.850468
526  0 0.0 1 7.5e-05 2 0.000142 3 0.999784
527  0 0.0 1 7.5e-05 2 0.000233 3 0.999692
528  0 0.0 1 7.5e-05 2 0.000134 3 0.999792
529  0 0.000242 1 0.227981 2 0.766771 3 0.005006
530  0 0.000192 1 0.051797 2 0.876872 3 0.071139
531  0 0.000243 1 0.22945 2 0.765237 3 0.00507
532  0 8.2e-05 1 0.000167 2 0.421627 3 0.578125
533  0 0.000145 1 0.001675 2 0.742106 3 0.256074
534  0 0.000146 1 0.000733 2 0.746746 3 0.252375
535  0 0.000145 1 0.002767 2 0.737517 3 0.259571
536  0 8.3e-05 1 0.000201 2 0.427302 3 0.572414
537  0 0.000144 1 0.003023 2 0.736028 3 0.260805
538  0 2.8e-05 1 0.000106 2 0.144915 3 0.854951
539  0 2.6e-05 1 0.000104 2 0.135044 3 0.864825
540  0 2.7e-05 1 0.000106 2 0.140467 3 0.8594
541  0 5e-06 1 8e-05 2 0.025368 3 0.974547
542  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
543  0 2.4e-05 1 0.000102 2 0.124635 3 0.875239
544  0 4e-06 1 7.9e-05 2 0.01822 3 0.981698
545  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
546  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
547  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
548  0 0.0 1 7.5e-05 2 0.000308 3 0.999617
549  0 0.0 1 7.5e-05 2 0.000135 3 0.999791
550  0 3e-06 1 7.8e-05 2 0.016241 3 0.983678
551  0 8e-05 1 0.000164 2 0.409407 3 0.59035
552  0 2.2e-05 1 0.0001 2 0.114385 3 0.885493
553  0 2.1e-05 1 9.8e-05 2 0.108169 3 0.891712
554  0 7.7e-05 1 0.000161 2 0.394967 3 0.604795
555  0 0.000616 1 0.533765 2 0.465243 3 0.000376
556  0 0.000241 1 0.223516 2 0.771584 3 0.004658
557  0 0.000238 1 0.207136 2 0.788799 3 0.003827
558  0 0.00024 1 0.217822 2 0.777114 3 0.004824
559  0 0.000386 1 0.531185 2 0.468044 3 0.000384
560  0 0.000193 1 0.042462 2 0.889367 3 0.067978
561  0 0.000146 1 0.000565 2 0.748972 3 0.250317
562  0 0.000147 1 0.000263 2 0.755669 3 0.243921
563  0 0.000237 1 0.195378 2 0.801511 3 0.002873
564  0 0.000192 1 0.027296 2 0.914237 3 0.058276
565  0 0.000148 1 0.000677 2 0.758477 3 0.240698
566  0 0.000147 1 0.00024 2 0.756514 3 0.243099
567  0 0.000478 1 0.522538 2 0.476758 3 0.000226
568  0 0.000233 1 0.18418 2 0.813497 3 0.00209
569  0 0.000238 1 0.168729 2 0.829634 3 0.0014
570  0 0.000326 1 0.517917 2 0.481543 3 0.000214
571  0 0.000188 1 0.019894 2 0.92675 3 0.053168
572  0 0.017433 1 0.811833 2 0.169748 3 0.000987
573  0 0.017062 1 0.812743 2 0.169206 3 0.000989
574  0 0.337097 1 0.661636 2 0.000218 3 0.00105
575  0 0.107197 1 0.863311 2 0.028249 3 0.001243
576  0 0.337528 1 0.661188 2 0.000235 3 0.001049
577  0 0.015693 1 0.818633 2 0.164666 3 0.001008
578  0 0.014782 1 0.822995 2 0.16121 3 0.001013
579  0 0.988136 1 0.01135 2 0.000213 3 0.0003
580  0 0.99892 1 0.000576 2 0.000216 3 0.000288
581  0 0.650694 1 0.348485 2 0.000133 3 0.000689
582  0 0.900033 1 0.099373 2 0.000192 3 0.000402
583  0 0.897594 1 0.10181 2 0.000192 3 0.000405
584  0 0.650793 1 0.348386 2 0.000133 3 0.000689
585  0 0.896327 1 0.103075 2 0.000191 3 0.000406
586  0 0.335425 1 0.663353 2 0.00017 3 0.001052
587  0 0.325012 1 0.673706 2 0.000219 3 0.001064
588  0 0.33117 1 0.667718 2 5.6e-05 3 0.001057
589  0 0.098519 1 0.877121 2 0.023094 3 0.001266
590  0 0.011422 1 0.83211 2 0.155435 3 0.001033
591  0 0.08353 1 0.899349 2 0.015819 3 0.001302
592  0 0.009807 1 0.844176 2 0.144957 3 0.001059
593  0 0.009816 1 0.839604 2 0.149533 3 0.001047
594  0 0.0 1 7.5e-05 2 0.000132 3 0.999794
595  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
596  0 0.0 1 7.5e-05 2 0.000158 3 0.999768
597  0 0.0 1 7.5e-05 2 0.000132 3 0.999793
598  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
599  0 0.0 1 7.5e-05 2 0.000154 3 0.999772
600  0 0.0 1 7.5e-05 2 0.000138 3 0.999787
601  0 0.0 1 7.5e-05 2 0.00015 3 0.999776
602  0 0.0 1 7.5e-05 2 0.000136 3 0.99979
603  0 0.0 1 7.5e-05 2 0.000145 3 0.99978
604  0 0.0 1 7.5e-05 2 0.00014 3 0.999785
605  0 0.0 1 7.5e-05 2 0.000136 3 0.999789
606  0 0.0 1 7.5e-05 2 0.000134 3 0.999791
607  0 0.0 1 7.5e-05 2 0.000141 3 0.999784
608  0 0.0 1 7.5e-05 2 0.000153 3 0.999772
609  0 0.0 1 7.5e-05 2 0.000147 3 0.999778
610  0 0.0 1 7.5e-05 2 0.000142 3 0.999784
611  0 0.0 1 7.5e-05 2 0.000135 3 0.99979
612  0 0.0 1 7.5e-05 2 0.00014 3 0.999786
613  0 0.0 1 7.5e-05 2 0.000145 3 0.99978
614  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
615  0 0.0 1 7.5e-05 2 0.000132 3 0.999794
616  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
617  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
618  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
619  0 0.0 1 7.5e-05 2 0.000135 3 0.99979
620  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
621  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
622  0 0.0 1 7.5e-05 2 0.000136 3 0.999789
623  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
624  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
625  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
626  0 0.0 1 7.5e-05 2 0.000136 3 0.99979
627  0 0.0 1 7.5e-05 2 0.000137 3 0.999789
628  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
629  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
630  0 0.0 1 7.5e-05 2 0.000211 3 0.999715
631  0 0.0 1 7.5e-05 2 0.000436 3 0.999489
632  0 0.0 1 7.5e-05 2 0.000205 3 0.999721
633  0 0.0 1 7.5e-05 2 0.000198 3 0.999727
634  0 0.0 1 7.5e-05 2 0.000182 3 0.999744
635  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
636  0 0.0 1 7.5e-05 2 0.000249 3 0.999676
637  0 0.0 1 7.5e-05 2 0.000403 3 0.999522
638  0 0.0 1 7.5e-05 2 0.000205 3 0.999721
639  0 0.0 1 7.5e-05 2 0.000193 3 0.999732
640  0 0.0 1 7.5e-05 2 0.000209 3 0.999716
641  0 0.0 1 7.5e-05 2 0.000187 3 0.999738
642  0 0.0 1 7.5e-05 2 0.000175 3 0.999751
643  0 0.0 1 7.5e-05 2 0.00018 3 0.999745
644  0 0.0 1 7.5e-05 2 0.000194 3 0.999732
645  0 0.0 1 7.5e-05 2 0.000208 3 0.999717
646  0 0.0 1 7.5e-05 2 0.000202 3 0.999723
647  0 0.0 1 7.5e-05 2 0.000181 3 0.999744
648  0 0.0 1 7.5e-05 2 0.000194 3 0.999732
649  0 0.0 1 7.5e-05 2 0.000166 3 0.999759
650  0 0.0 1 7.5e-05 2 0.000157 3 0.999768
651  0 0.0 1 7.5e-05 2 0.00016 3 0.999765
652  0 0.0 1 7.5e-05 2 0.000165 3 0.99976
653  0 0.0 1 7.5e-05 2 0.000144 3 0.999782
654  0 0.0 1 7.5e-05 2 0.000137 3 0.999788
655  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
656  0 0.0 1 7.5e-05 2 0.000169 3 0.999756
657  0 0.0 1 7.5e-05 2 0.000131 3 0.999794
658  0 0.0 1 7.5e-05 2 0.000149 3 0.999777
659  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
660  0 0.0 1 7.5e-05 2 0.000163 3 0.999762
661  0 0.0 1 7.5e-05 2 0.000151 3 0.999774
662  0 0.0 1 7.5e-05 2 0.000147 3 0.999778
663  0 0.0 1 7.5e-05 2 0.000142 3 0.999783
664  0 0.0 1 7.5e-05 2 0.00014 3 0.999785
665  0 0.0 1 7.5e-05 2 0.000145 3 0.999781
666  0 0.0 1 7.5e-05 2 0.000136 3 0.999789
667  0 0.0 1 7.5e-05 2 0.000155 3 0.99977
668  0 0.0 1 7.5e-05 2 0.000142 3 0.999783
669  0 0.0 1 7.5e-05 2 0.000132 3 0.999793
670  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
671  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
672  0 0.0 1 7.5e-05 2 0.000273 3 0.999652
673  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
674  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
675  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
676  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
677  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
678  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
679  0 0.0 1 7.5e-05 2 0.000142 3 0.999783
680  0 0.0 1 7.5e-05 2 0.000141 3 0.999785
681  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
682  0 0.0 1 7.5e-05 2 0.000132 3 0.999794
683  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
684  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
685  0 0.0 1 7.5e-05 2 0.000175 3 0.999751
686  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
687  0 0.0 1 7.5e-05 2 0.000138 3 0.999787
688  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
689  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
690  0 0.0 1 7.5e-05 2 0.00014 3 0.999785
691  0 0.0 1 7.5e-05 2 0.000145 3 0.99978
692  0 0.0 1 7.5e-05 2 0.000136 3 0.999789
693  0 0.0 1 7.5e-05 2 0.000153 3 0.999772
694  0 0.0 1 7.5e-05 2 0.000135 3 0.99979
695  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
696  0 0.0 1 7.5e-05 2 0.000155 3 0.99977
697  0 0.0 1 7.5e-05 2 0.000139 3 0.999786
698  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
699  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
700  0 0.0 1 7.5e-05 2 0.000138 3 0.999787
701  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
702  0 0.0 1 7.5e-05 2 0.000157 3 0.999768
703  0 0.0 1 7.5e-05 2 0.000173 3 0.999752
704  0 0.0 1 7.5e-05 2 0.000142 3 0.999784
705  0 0.0 1 7.5e-05 2 0.000147 3 0.999779
706  0 0.0 1 7.5e-05 2 0.00014 3 0.999785
707  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
708  0 0.0 1 7.5e-05 2 0.000161 3 0.999764
709  0 0.0 1 7.5e-05 2 0.000416 3 0.999509
710  0 0.0 1 7.5e-05 2 0.000138 3 0.999787
711  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
712  0 0.0 1 7.5e-05 2 0.000134 3 0.999791
713  0 0.0 1 7.5e-05 2 0.000138 3 0.999788
714  0 0.0 1 7.5e-05 2 0.000149 3 0.999776
715  0 0.0 1 7.5e-05 2 0.000145 3 0.999781
716  0 0.0 1 7.5e-05 2 0.00014 3 0.999785
717  0 0.0 1 7.5e-05 2 0.000142 3 0.999784
718  0 0.0 1 7.5e-05 2 0.000164 3 0.999761
719  0 0.0 1 7.5e-05 2 0.00014 3 0.999785
720  0 0.0 1 7.5e-05 2 0.000188 3 0.999737
721  0 0.0 1 7.5e-05 2 0.000166 3 0.999759
722  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
723  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
724  0 0.0 1 7.5e-05 2 0.00017 3 0.999755
725  0 0.0 1 7.5e-05 2 0.000426 3 0.999499
726  0 0.0 1 7.5e-05 2 0.000134 3 0.999792
727  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
728  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
729  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
730  0 0.0 1 7.5e-05 2 0.000133 3 0.999792
731  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
732  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
733  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
734  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
735  0 0.0 1 7.5e-05 2 0.000143 3 0.999782
736  0 0.0 1 7.5e-05 2 0.000163 3 0.999763
737  0 0.0 1 7.5e-05 2 0.000181 3 0.999745
738  0 0.0 1 7.5e-05 2 0.000131 3 0.999795
739  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
740  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
741  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
742  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
743  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
744  0 0.0 1 7.5e-05 2 0.000136 3 0.99979
745  0 0.0 1 7.5e-05 2 0.000141 3 0.999785
746  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
747  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
748  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
749  0 0.0 1 7.5e-05 2 0.00016 3 0.999766
750  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
751  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
752  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
753  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
754  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
755  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
756  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
757  0 0.0 1 7.5e-05 2 0.000165 3 0.999761
758  0 0.0 1 7.5e-05 2 0.00014 3 0.999786
759  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
760  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
761  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
762  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
763  0 0.0 1 7.5e-05 2 0.000194 3 0.999732
764  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
765  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
766  0 0.0 1 7.5e-05 2 0.000137 3 0.999788
